>contig_1
1	1918	-	2	1.140492	I:642,	D:289,
4445422	4449110	+	1	1.156762	I:4447356,	D:4446222,4447667,
4449120	4450666	+	3	1.142807	I:	D:4450279,
4450683	4451963	-	3	1.145357	I:	D:
4451980	4454014	-	1	1.109229	I:4452951,	D:
4454046	4456603	-	3	1.138697	I:	D:4455587,
4456645	4456834	+	1	1.306294	I:4456657,	D:
4457032	4457952	+	1	1.105859	I:	D:
4457998	4458924	+	1	1.131722	I:	D:
4459090	4459701	+	1	1.123955	I:	D:
4459869	4460321	+	3	1.186171	I:	D:
4460334	4460903	+	3	1.134179	I:	D:
4460908	4461405	+	1	1.148225	I:	D:
4461432	4462112	-	3	1.148162	I:	D:
4462262	4463470	+	2	1.136839	I:	D:
4463508	4464227	-	3	1.136408	I:	D:
4465059	4465711	+	3	1.309255	I:4465686,4465707,	D:
4466282	4466803	-	2	1.220558	I:	D:
4466913	4467833	+	3	1.166154	I:	D:
4467955	4468425	-	1	1.195180	I:	D:
4468528	4470339	+	1	1.133757	I:	D:
4470445	4472096	-	1	1.132750	I:	D:4471246,
4472104	4473932	-	1	1.140107	I:	D:4472878,
4474067	4476718	-	2	1.169263	I:	D:
4476781	4479438	+	1	1.125001	I:	D:
4479478	4480917	-	1	1.163176	I:4480422,	D:4480463,
4481153	4483177	-	2	1.148949	I:	D:
4483281	4484243	-	3	1.160023	I:	D:
4484443	4486973	+	1	1.162049	I:	D:4485573,
4487017	4489056	-	1	1.161502	I:4487754,	D:4488399,
4489085	4489849	-	2	1.132811	I:	D:
4489960	4490169	+	1	1.257465	I:	D:
4490255	4490584	+	2	1.202487	I:	D:
4490742	4491707	-	3	1.160477	I:	D:
4491923	4493116	+	2	1.219682	I:	D:
4497104	4497436	+	2	1.173249	I:	D:
4497520	4498487	-	1	1.174571	I:	D:4497578,
4498596	4498937	+	3	1.194900	I:	D:
4498941	4499369	+	3	1.144237	I:	D:
4499521	4499946	+	1	1.251664	I:	D:
4500045	4500715	-	3	1.301054	I:	D:4500447,
4501031	4501417	+	2	1.171361	I:	D:
4501431	4502132	-	3	1.221297	I:	D:
4502142	4502774	-	3	1.125987	I:	D:
4502803	4503330	-	1	1.200485	I:	D:
4503371	4503946	-	2	1.190494	I:	D:
4504065	4505015	-	3	1.175518	I:	D:
4505110	4505841	-	1	1.142645	I:	D:
4506015	4507455	+	3	1.144048	I:4506022,	D:
4507559	4509988	-	2	1.170478	I:	D:
4510086	4511057	-	3	1.116545	I:	D:
4511108	4511653	-	2	1.148450	I:	D:
4511824	4513467	-	1	1.172253	I:	D:
4513477	4515764	-	1	1.155790	I:	D:4514542,
4515793	4516554	-	1	1.129398	I:	D:
4516588	4518729	-	1	1.134811	I:	D:
4518766	4519737	-	1	1.150149	I:	D:
4519799	4522077	-	2	1.159258	I:4521285,4522010,4522047,	D:4520142,
4522152	4522226	+	3	1.221204	I:	D:
4522342	4524522	+	1	1.155337	I:	D:
4524533	4524766	+	2	1.177724	I:	D:
4524818	4526962	+	2	1.172496	I:	D:
4527049	4527924	+	1	1.137994	I:	D:
4527947	4528768	-	2	1.167784	I:	D:
4528808	4530743	-	2	1.155492	I:4529938,	D:
4530746	4532427	-	2	1.149595	I:	D:4531545,
4532526	4533413	+	3	1.165748	I:	D:
4533463	4534683	-	1	1.114969	I:	D:
4534903	4536672	+	1	1.192803	I:	D:
4536683	4538767	+	2	1.191834	I:	D:
4538840	4539787	+	2	1.221882	I:	D:
4539842	4540252	-	2	1.212050	I:	D:
4540320	4543192	-	3	1.132963	I:	D:4541185,
4543247	4544854	-	2	1.142850	I:	D:
4544882	4544953	+	2	1.284634	I:	D:
4545144	4546325	-	3	1.164782	I:	D:
4546359	4548233	-	3	1.168551	I:	D:
4548251	4549429	-	2	1.147280	I:	D:
4549675	4550853	+	1	1.128675	I:	D:
4550900	4551871	+	2	1.106890	I:	D:
4551986	4552712	-	2	1.165124	I:4552338,	D:
4552786	4553853	+	1	1.155704	I:	D:
4553943	4554569	-	3	1.160001	I:	D:
4554647	4555345	+	2	1.135308	I:	D:
4555429	4556622	+	1	1.151389	I:	D:
4556627	4558776	-	2	1.156345	I:	D:4557569,
4558938	4559570	-	3	1.160180	I:	D:
4559657	4560367	-	2	1.134726	I:	D:
4560377	4562077	-	2	1.137080	I:	D:
4562098	4562265	+	1	1.190898	I:	D:
4562394	4562738	+	3	1.153979	I:	D:
4562820	4563137	+	3	1.114921	I:	D:
4563218	4564890	-	2	1.157108	I:	D:4564019,
4564904	4566199	-	2	1.160091	I:	D:
4566233	4567288	-	2	1.160019	I:	D:
4567411	4568208	-	1	1.170834	I:	D:
4568244	4569257	-	3	1.161558	I:	D:
4569638	4570903	+	2	1.144803	I:	D:
4571066	4572775	-	2	1.177079	I:	D:
4572947	4573072	-	2	1.293026	I:	D:
4573258	4574235	-	1	1.154585	I:	D:
4574429	4575076	-	2	1.180374	I:	D:
4575096	4576523	+	3	1.189619	I:	D:
4576617	4576823	+	3	1.337422	I:	D:
4576894	4577172	+	1	1.350787	I:	D:
4577369	4577650	+	2	1.211031	I:	D:
4577727	4578540	-	3	1.180205	I:4577733,	D:
4578672	4579568	+	3	1.134229	I:	D:
4579958	4580467	+	2	1.194303	I:	D:
4580552	4581238	-	2	1.217058	I:	D:
4581275	4582882	-	2	1.187923	I:	D:
4582994	4583623	-	2	1.144370	I:	D:
4583669	4585180	-	2	1.124610	I:	D:
4585482	4586954	+	3	1.160695	I:	D:
4586981	4588548	+	2	1.194117	I:4587048,4587074,	D:
4588579	4589787	-	1	1.165548	I:	D:
4589816	4591543	-	2	1.155286	I:	D:
4591551	4592477	-	3	1.123483	I:	D:
4592490	4593461	-	3	1.153546	I:	D:
4593618	4595225	-	3	1.187836	I:	D:
4595436	4599183	-	3	1.142664	I:4596811,4598214,	D:4598300,
4599216	4600246	+	3	1.196399	I:	D:4599339,
4600258	4601466	-	1	1.153691	I:	D:
4601514	4601987	-	3	1.146353	I:	D:
4602096	4603049	-	3	1.186411	I:	D:
4603059	4603472	-	3	1.245602	I:	D:
4603882	4605270	+	1	1.133243	I:	D:
4605533	4606287	-	2	1.301857	I:	D:4606259,
4606388	4607333	-	2	1.266880	I:4606475,4606589,	D:4606693,
4607530	4607973	-	1	1.173430	I:	D:
4607986	4608597	-	1	1.221992	I:	D:
4608751	4609605	-	1	1.237199	I:	D:
4609630	4611018	-	1	1.195062	I:	D:
4611093	4611548	-	3	1.290322	I:	D:
4611875	4612548	+	2	1.305302	I:4612322,4612364,	D:
4612729	4612809	-	1	1.263950	I:	D:
4612826	4613602	-	2	1.164524	I:	D:
4613622	4614782	+	3	1.153422	I:	D:
4614818	4615207	-	2	1.188246	I:	D:
4615312	4616699	-	1	1.169900	I:	D:4616114,
4616771	4616971	-	2	1.158933	I:	D:
4617013	4617381	-	1	1.379572	I:	D:
4617397	4620473	-	1	1.191919	I:	D:4617748,4618164,4618970,4619781,
4620511	4621098	-	1	1.155833	I:	D:
4621112	4625502	-	2	1.146203	I:4623558,	D:4622206,4624232,
4625505	4625750	-	3	1.224099	I:	D:
4625756	4627362	-	2	1.169699	I:	D:4626569,
4627538	4628167	-	2	1.150936	I:	D:
4628206	4629015	-	1	1.167844	I:	D:
4629100	4631235	-	1	1.178109	I:4629624,4630406,4630425,	D:
4631521	4632582	-	1	1.135387	I:	D:
4632602	4634819	-	2	1.148936	I:4633618,	D:
4634894	4635757	+	2	1.144294	I:	D:
4635775	4636416	-	1	1.187414	I:	D:
4636545	4637462	-	3	1.177488	I:	D:
4637721	4638491	+	3	1.135733	I:	D:
4638531	4638773	+	3	1.122719	I:	D:
4638777	4642016	+	3	1.145240	I:4641034,	D:4640162,
4642171	4643508	+	1	1.136089	I:	D:
4643640	4649854	-	3	1.167358	I:4645110,4645162,	D:
4650207	4651016	-	3	1.170896	I:	D:
4651252	4652901	+	1	1.200735	I:4652130,	D:4652097,
4653109	4653993	+	1	1.146830	I:	D:
4654377	4655174	-	3	1.173699	I:	D:
4655408	4658179	+	2	1.142062	I:	D:
4658201	4659007	-	2	1.179415	I:	D:
4659300	4660457	+	3	1.255901	I:	D:
4660558	4662165	+	1	1.170641	I:	D:
4662195	4662329	+	3	1.167057	I:	D:
4662341	4662565	+	2	1.243484	I:	D:
4662604	4663479	+	1	1.195647	I:	D:
4663635	4663835	-	3	1.211342	I:	D:
4663911	4664669	+	3	1.120566	I:	D:
4664754	4665329	+	3	1.122770	I:	D:
4665351	4666385	+	3	1.162691	I:	D:
4666429	4667911	+	1	1.145889	I:4667287,	D:
4667987	4668208	-	2	1.173668	I:	D:
4668340	4669849	+	1	1.187613	I:4669008,	D:
4669913	4672674	+	2	1.132423	I:	D:4671278,
4672799	4675179	+	2	1.140476	I:	D:4674117,
4675264	4675683	-	1	1.320643	I:4675291,	D:4675361,
4675809	4676126	-	3	1.311731	I:	D:
4676248	4676736	-	1	1.176595	I:	D:
4676888	4678720	+	2	1.135513	I:	D:
4678862	4679881	-	2	1.197540	I:	D:
4680117	4680430	+	3	1.385078	I:	D:4680387,
4680512	4681336	-	2	1.280515	I:	D:
4681577	4681985	+	2	1.352777	I:4681956,	D:
4682132	4684422	+	2	1.319724	I:4683239,4683345,	D:
4684568	4689780	+	2	1.204344	I:4687707,4687741,4688689,	D:4686744,
4689837	4690625	+	3	1.179149	I:	D:
4690652	4691968	+	2	1.209378	I:	D:
4691987	4692475	-	2	1.266534	I:	D:
4692560	4693681	-	2	1.224533	I:	D:
4693707	4694651	+	3	1.207425	I:	D:
4694782	4695690	+	1	1.160874	I:	D:
4696010	4696657	+	2	1.157406	I:	D:
4696669	4697193	+	1	1.199743	I:	D:
4697195	4697845	+	2	1.184385	I:	D:
4697912	4699468	-	2	1.152261	I:	D:
4699506	4700681	-	3	1.189079	I:	D:
4700828	4702066	-	2	1.145619	I:	D:
4702181	4703128	+	2	1.182189	I:	D:
4703286	4704353	+	3	1.162287	I:	D:
4704384	4705493	-	3	1.174608	I:	D:
4705560	4706390	-	3	1.123975	I:	D:
4706453	4707370	-	2	1.141582	I:	D:
4707621	4710064	+	3	1.166345	I:	D:4709001,
4710084	4711502	-	3	1.139430	I:	D:
4711510	4712541	-	1	1.167327	I:	D:
4712689	4715874	-	1	1.139183	I:	D:
4715891	4717105	-	2	1.152259	I:	D:
4717120	4718373	-	1	1.155396	I:	D:
4718666	4719007	+	2	1.126929	I:	D:
4719089	4719778	+	2	1.116156	I:	D:
4719802	4721118	+	1	1.179501	I:	D:
4721223	4721583	+	3	1.200415	I:4721249,	D:
4721614	4723814	+	1	1.193799	I:	D:4722609,
4723961	4725886	-	2	1.162732	I:	D:
4726055	4727164	-	2	1.178748	I:	D:
4727191	4727560	-	1	1.250468	I:4727543,	D:
4727634	4728973	+	3	1.161629	I:	D:4728353,
4729117	4730808	+	1	1.143944	I:	D:
4730878	4735104	+	1	1.168030	I:4733858,	D:4732298,
4735147	4736769	-	1	1.181617	I:	D:
4736910	4738319	-	3	1.150921	I:	D:
4738429	4740132	-	1	1.129496	I:	D:
4740250	4740573	-	1	1.163041	I:	D:
4740584	4741819	-	2	1.155718	I:	D:
4741962	4742366	+	3	1.128703	I:	D:
4742454	4742663	-	3	1.196985	I:	D:
4742886	4743617	+	3	1.169387	I:	D:
4743652	4744035	+	1	1.228970	I:	D:
4744109	4744450	+	2	1.171443	I:	D:
4744456	4744797	+	1	1.166582	I:	D:
4744822	4745574	-	1	1.156557	I:	D:
4745613	4746350	-	3	1.090342	I:	D:
4746578	4748110	+	2	1.122893	I:	D:
4748229	4749689	+	3	1.138719	I:	D:
4749711	4750190	+	3	1.134419	I:	D:
4750208	4751224	+	2	1.156117	I:	D:
4751262	4751699	-	3	1.176814	I:	D:
4751808	4755372	-	3	1.123872	I:	D:4753549,4754412,
4755385	4757073	-	1	1.155098	I:	D:
4757110	4757937	-	1	1.135737	I:	D:
4758165	4759406	+	3	1.140358	I:	D:
4759410	4760627	+	3	1.129774	I:	D:
4760648	4762018	+	2	1.203141	I:	D:
4762261	4762548	+	1	1.358115	I:4762314,4762391,4762508,	D:
4763026	4763832	+	1	1.142285	I:	D:
4763882	4764475	+	2	1.131790	I:	D:
4764493	4765458	+	1	1.147983	I:	D:
4765476	4767430	+	3	1.139449	I:	D:4766638,
4767455	4768681	+	2	1.125141	I:	D:
4768710	4770181	+	3	1.125055	I:	D:4769516,
4770198	4771031	+	3	1.139350	I:	D:
4771057	4771965	+	1	1.118999	I:	D:
4772057	4772272	+	2	1.146167	I:	D:
4772392	4774586	+	1	1.173087	I:	D:4773678,
4774797	4777541	+	3	1.160547	I:4775739,	D:4776516,
4777560	4778027	-	3	1.200706	I:	D:
4778109	4779679	-	3	1.143158	I:	D:4778250,
4779950	4780540	+	2	1.228919	I:	D:
4780589	4783018	+	2	1.181629	I:	D:
4783035	4784568	+	3	1.195036	I:4783925,	D:
4784624	4785583	+	2	1.145584	I:	D:
4785586	4788953	+	1	1.104081	I:	D:4787009,
4789268	4790302	+	2	1.245950	I:	D:
4790320	4790862	-	1	1.161752	I:	D:
4790877	4792065	-	3	1.168974	I:4792045,	D:
4792123	4793184	+	1	1.127459	I:	D:
4793243	4795315	-	2	1.162277	I:	D:
4795676	4796596	-	2	1.142085	I:	D:
4796799	4797649	+	3	1.161883	I:	D:4796999,
4797732	4797896	+	3	1.266521	I:	D:
4797933	4798310	-	3	1.183757	I:	D:
4798400	4799929	-	2	1.171566	I:	D:
4800158	4802041	+	2	1.127154	I:	D:
4802064	4803880	-	3	1.198798	I:	D:4802853,
4803893	4804501	-	2	1.182709	I:	D:
4804519	4806039	-	1	1.141657	I:	D:
4806131	4806220	-	2	1.243118	I:	D:
4806313	4807020	-	1	1.154466	I:	D:
4807033	4807728	-	1	1.154972	I:	D:
4807798	4808172	+	1	1.206292	I:	D:
4808212	4810679	+	1	1.136616	I:	D:4809500,
4810849	4812678	+	1	1.163938	I:4811655,	D:4811706,
4812719	4813735	-	2	1.181122	I:	D:
4813738	4814211	-	1	1.209617	I:	D:
4814220	4815122	+	3	1.145342	I:	D:
4815198	4815998	-	3	1.129833	I:	D:
4816150	4817076	+	1	1.204875	I:	D:
4817132	4817893	-	2	1.141075	I:	D:
4818017	4818898	+	2	1.119827	I:	D:
4819032	4820000	+	3	1.128253	I:	D:
4820001	4820666	+	3	1.152504	I:	D:
4820686	4821366	+	1	1.105337	I:	D:
4821384	4822355	+	3	1.180841	I:	D:
4822855	4824630	-	1	1.212118	I:	D:
4824670	4825446	+	1	1.142014	I:	D:
4825738	4827294	+	1	1.159486	I:	D:
4827795	4827972	+	3	1.278770	I:4827961,	D:
4828050	4828268	+	3	1.348200	I:	D:
4828356	4829237	+	3	1.180277	I:	D:
4829356	4829598	+	1	1.269645	I:	D:
4829741	4830211	+	2	1.218479	I:	D:
4830224	4830763	+	2	1.172789	I:	D:
4830795	4832336	+	3	1.174549	I:	D:
4832436	4833341	+	3	1.208319	I:	D:
4833385	4834785	+	1	1.183386	I:	D:
4834795	4835220	+	1	1.165249	I:	D:
4835318	4835386	-	2	1.251167	I:	D:
4835424	4836253	+	3	1.188417	I:	D:4836186,
4836373	4837431	+	1	1.161762	I:	D:
4837794	4839899	+	3	1.141563	I:	D:
4839955	4842018	+	1	1.132136	I:	D:
4842091	4842918	+	1	1.144483	I:	D:
4842942	4844000	-	3	1.148321	I:	D:
4844140	4844872	+	1	1.163936	I:4844864,	D:
4844946	4845782	-	3	1.126908	I:	D:
4845911	4846843	+	2	1.178738	I:	D:
4846876	4847856	-	1	1.152673	I:	D:
4848014	4848934	+	2	1.195856	I:	D:
4849012	4849605	-	1	1.302596	I:	D:
4849839	4850966	-	3	1.156567	I:	D:
4851000	4851890	-	3	1.139278	I:	D:
4851911	4853901	-	2	1.159179	I:	D:4852925,
4854031	4854948	-	1	1.137765	I:	D:
4854954	4855931	-	3	1.139397	I:	D:
4855980	4857620	-	3	1.167956	I:	D:
4857685	4858656	-	1	1.141820	I:	D:
4858710	4860146	-	3	1.139339	I:	D:
4860312	4861226	+	3	1.147948	I:	D:
4861304	4862917	-	2	1.174753	I:	D:
4863411	4863644	-	3	1.179647	I:	D:
4863766	4864635	-	1	1.117953	I:	D:
4864726	4865559	+	1	1.135649	I:	D:
4865686	4867358	-	1	1.136906	I:	D:4866428,
4867594	4868217	+	1	1.135730	I:	D:
4868252	4869400	+	2	1.119920	I:	D:
4869880	4871109	+	1	1.142833	I:	D:
4871162	4872688	+	2	1.124340	I:	D:
4872787	4873701	-	1	1.228919	I:4873167,	D:4873044,
4874071	4875249	-	1	1.369450	I:	D:
4875571	4876544	-	1	1.370505	I:	D:4875614,
4878330	4878677	-	3	1.331514	I:	D:
4879118	4879850	+	2	1.334503	I:4879798,	D:
4879885	4881120	+	1	1.356516	I:	D:
4881905	4882819	+	2	1.340093	I:	D:
4883247	4883789	-	3	1.374770	I:	D:
4883862	4885056	-	3	1.388860	I:4884077,4884918,4885038,	D:4883989,4884884,
4885305	4885832	+	3	1.290275	I:	D:
4886038	4886448	+	1	1.264376	I:	D:
4886756	4887655	+	2	1.293871	I:4887612,	D:4887640,
4887955	4888602	+	1	1.295100	I:	D:
4888697	4889119	+	2	1.280825	I:	D:
4889684	4890317	+	2	1.349954	I:4890097,	D:
4890723	4891107	-	3	1.317622	I:4890732,	D:
4892107	4892529	+	1	1.320523	I:	D:
4892602	4894763	+	1	1.305964	I:4892725,4892773,	D:
4894882	4895202	+	1	1.341977	I:	D:
4897133	4898203	-	2	1.204321	I:	D:
4899155	4901502	-	2	1.332870	I:	D:4899178,
4901564	4903195	-	2	1.331850	I:	D:
4903243	4903638	-	1	1.275510	I:	D:
4903647	4904902	-	3	1.299700	I:	D:4904389,
4905563	4906579	-	2	1.348700	I:4905864,4906089,4906119,	D:
4906644	4906916	-	3	1.313989	I:	D:
4906949	4907057	+	2	1.248568	I:4906998,	D:
4907067	4908365	-	3	1.320511	I:4907112,4907179,4908064,	D:
4908489	4912185	-	3	1.306485	I:4909578,4909600,4909609,4911530,4911615,	D:4910748,
4912191	4912871	-	3	1.293027	I:	D:
4913491	4914288	-	1	1.371253	I:	D:
4914384	4915127	-	3	1.278441	I:	D:
4915245	4918344	-	3	1.291018	I:4917669,4917682,	D:4918058,
4918853	4919510	-	2	1.320335	I:4918935,	D:
4919514	4920134	-	3	1.339818	I:	D:
4920207	4920863	-	3	1.351659	I:	D:
4920921	4922138	-	3	1.350723	I:	D:
4922263	4922412	-	1	1.335910	I:	D:
4922460	4922685	-	3	1.381233	I:4922510,	D:
4922949	4925764	-	3	1.396035	I:4924044,4924075,	D:
4926108	4926300	-	3	1.341829	I:4926137,	D:
4926565	4929401	-	1	1.306786	I:4926582,4927732,	D:
4929426	4930286	-	3	1.329729	I:4929773,4929927,4929939,4930008,4930047,	D:4929825,4930132,
4930420	4930837	-	1	1.334996	I:4930758,	D:
4931411	4933150	-	2	1.200093	I:	D:
4933585	4933830	-	1	1.304761	I:4933649,	D:4933749,
4933889	4934155	+	2	1.253079	I:	D:
4934331	4935512	-	3	1.195659	I:	D:
4935891	4937651	+	3	1.193525	I:4936367,4937134,4937181,	D:
4937656	4938660	-	1	1.208330	I:	D:
4938848	4939279	-	2	1.244289	I:	D:
4939407	4940285	-	3	1.163509	I:	D:
4940582	4941517	+	2	1.195898	I:	D:
4941778	4942890	+	1	1.165115	I:	D:
4943134	4943394	-	1	1.198666	I:	D:
4943602	4944726	+	1	1.172261	I:	D:
4944816	4945727	+	3	1.138228	I:	D:
4945803	4950380	+	3	1.136042	I:4947865,4947884,4948833,4949679,	D:4946948,
4950401	4951438	+	2	1.154559	I:	D:
4951462	4953162	+	1	1.175254	I:4951480,4951535,4952274,	D:
4953188	4954102	+	2	1.136797	I:	D:
4954253	4955242	+	2	1.143414	I:	D:
4955329	4956270	+	1	1.147106	I:	D:
4956377	4956898	-	2	1.176050	I:	D:
4956937	4958508	-	1	1.168390	I:	D:
4958541	4959434	-	3	1.159844	I:	D:
4959523	4960035	+	1	1.145854	I:	D:
4960042	4960276	-	1	1.248245	I:4960059,	D:
4960395	4961294	+	3	1.104165	I:	D:
4961316	4961924	-	3	1.191676	I:	D:
4962001	4963008	-	1	1.122771	I:	D:
4963039	4963974	-	1	1.121599	I:	D:
4963988	4965001	-	2	1.161105	I:	D:
4965240	4966415	-	3	1.153872	I:	D:
4966446	4966727	-	3	1.210294	I:	D:
4966910	4967665	+	2	1.164452	I:	D:
4967923	4969805	+	1	1.158698	I:	D:4969182,
4969875	4971155	+	3	1.137467	I:	D:
4971193	4972062	-	1	1.154020	I:	D:
4972321	4972959	+	1	1.124881	I:	D:
4973071	4973772	+	1	1.179493	I:	D:
4973861	4976419	-	2	1.143233	I:4974704,	D:4975702,
4976444	4976875	-	2	1.197695	I:	D:
4977011	4977892	+	2	1.094568	I:	D:
4978009	4978578	+	1	1.186444	I:	D:
4978703	4979902	-	2	1.146800	I:	D:
4980049	4980525	-	1	1.195719	I:	D:
4980544	4981695	-	1	1.193727	I:	D:
4981714	4983555	-	1	1.168141	I:	D:
4983574	4984068	-	1	1.145085	I:	D:
4984143	4987598	-	3	1.122831	I:4986298,	D:4985545,
4987611	4988309	-	3	1.156795	I:	D:
4988471	4989247	+	2	1.150735	I:	D:
4989425	4990423	+	2	1.124614	I:	D:
4990618	4991256	+	1	1.133246	I:	D:
4991260	4992813	+	1	1.148650	I:	D:
4992995	4993873	+	2	1.168088	I:	D:
4993926	4994451	+	3	1.143934	I:4993951,	D:
4994464	4995795	-	1	1.141948	I:	D:
4995894	4998364	-	3	1.160329	I:4996692,	D:4996727,4997559,
4998374	4999527	-	2	1.141081	I:4998449,4998620,4998637,	D:4998534,
4999583	5001628	-	2	1.147161	I:	D:
5001642	5005851	+	3	1.163553	I:5002048,	D:
5006030	5006758	+	2	1.155089	I:	D:
5006853	5007719	+	3	1.140272	I:	D:
5007852	5008685	+	3	1.150428	I:	D:
5008698	5009735	+	3	1.120903	I:	D:
5009767	5011088	+	1	1.129447	I:	D:5010422,
5011094	5011945	+	2	1.164287	I:	D:
5011971	5014735	+	3	1.137840	I:	D:5013173,
5014767	5016212	-	3	1.137517	I:	D:
5016421	5017248	+	1	1.140155	I:	D:
5017298	5018365	-	2	1.157705	I:	D:
5018536	5022147	+	1	1.136773	I:	D:
5022241	5023102	-	1	1.190042	I:5023071,	D:
5023173	5024195	+	3	1.141005	I:	D:
5024208	5024984	-	3	1.191110	I:	D:
5025400	5027018	-	1	1.130913	I:	D:5026315,
5027334	5028350	+	3	1.198504	I:	D:
5028390	5028473	-	3	1.273721	I:	D:
5028476	5029666	+	2	1.157568	I:	D:
5029668	5030771	+	3	1.138997	I:	D:
5030832	5032804	+	3	1.179625	I:5031569,5031781,	D:
5032900	5033259	-	1	1.173047	I:	D:
5033288	5033707	+	2	1.193923	I:	D:
5033738	5036146	-	2	1.132154	I:5035196,	D:5034434,
5036154	5037068	-	3	1.114906	I:	D:
5037084	5038259	-	3	1.143071	I:	D:
5038286	5039509	-	2	1.170351	I:	D:
5039529	5040881	-	3	1.133715	I:	D:
5040969	5042999	-	3	1.162424	I:5041973,	D:5042365,
5043012	5043710	-	3	1.141688	I:	D:
5043771	5044823	-	3	1.142145	I:	D:
5044993	5046494	+	1	1.136610	I:	D:5045917,
5046538	5049430	-	1	1.136912	I:5048054,	D:
5049601	5049789	+	1	1.212054	I:	D:
5049806	5050696	+	2	1.136684	I:	D:
5050737	5051591	+	3	1.127889	I:	D:
5051720	5052078	+	2	1.185845	I:	D:5052075,
5052254	5053030	-	2	1.185330	I:	D:
5053212	5054069	+	3	1.147379	I:	D:
5054143	5054790	+	1	1.176362	I:	D:
5054815	5055585	+	1	1.162342	I:	D:
5055724	5057001	+	1	1.141407	I:	D:
5057017	5063211	+	1	1.132111	I:5063139,	D:5060111,
5063222	5064778	+	2	1.120713	I:	D:
5065009	5065986	+	1	1.134082	I:	D:
5066062	5067315	-	1	1.136996	I:	D:
5067366	5068865	-	3	1.129797	I:	D:
5068873	5070454	-	1	1.136550	I:5069538,	D:
5070464	5073415	-	2	1.121864	I:5071384,	D:5072299,
5073420	5074856	-	3	1.170670	I:	D:
5075155	5077040	-	1	1.159400	I:5076128,5077024,	D:
5077277	5078503	-	2	1.124168	I:	D:
5078625	5079665	-	3	1.125245	I:	D:
5079776	5080270	-	2	1.212768	I:	D:
5080531	5081694	+	1	1.149965	I:	D:
5081844	5082764	+	3	1.129291	I:	D:
5082767	5085233	+	2	1.119724	I:	D:5083722,5084521,
5085484	5087445	+	1	1.133645	I:	D:
5087469	5088008	+	3	1.146522	I:	D:
5088047	5089218	+	2	1.163785	I:	D:5088421,
5089258	5091834	+	1	1.160621	I:	D:
5092891	5096030	+	1	1.145053	I:	D:5095239,
5096068	5096925	+	1	1.128142	I:	D:
5096928	5098097	+	3	1.131418	I:	D:
5098160	5099800	+	2	1.146631	I:	D:
5099821	5100246	+	1	1.250379	I:	D:
5100299	5100703	+	2	1.281040	I:	D:
5101179	5102165	-	3	1.191676	I:	D:
5102307	5103615	+	3	1.173328	I:5102441,	D:
5103647	5104891	+	2	1.132708	I:	D:
5104901	5107376	+	2	1.161703	I:	D:5106234,5106766,
5107391	5108197	+	2	1.122661	I:	D:
5108230	5109957	-	1	1.143771	I:	D:
5110319	5111008	+	2	1.170198	I:	D:
5111107	5113046	-	1	1.125840	I:	D:5112396,
5113052	5113834	-	2	1.137421	I:	D:
5114029	5114181	+	1	1.257716	I:	D:
5114309	5118337	+	2	1.148000	I:5114894,5115287,	D:5116295,5117593,
5119327	5120150	-	1	1.163361	I:	D:5119353,
5120317	5122205	+	1	1.148923	I:	D:5120987,
5122274	5123101	+	2	1.137254	I:	D:
5123130	5123831	+	3	1.127860	I:	D:
5123832	5125270	+	3	1.178651	I:	D:5124539,
5126176	5128184	-	1	1.189474	I:	D:5127037,
5128276	5129010	-	1	1.187751	I:	D:
5129015	5130774	-	2	1.143523	I:	D:5129885,
5130813	5133672	-	3	1.149068	I:5131921,	D:
5133821	5134918	-	2	1.174805	I:	D:
5135113	5138257	-	1	1.144496	I:5137602,	D:
5139279	5141854	-	3	1.180847	I:	D:5141280,
5141905	5143275	-	1	1.166344	I:	D:
5143402	5143902	+	1	1.282033	I:	D:
5143992	5144426	+	3	1.295893	I:	D:
5144515	5144976	+	1	1.175646	I:	D:
5144986	5146332	+	1	1.169261	I:	D:
5146435	5147361	+	1	1.122137	I:	D:
5147387	5148712	+	2	1.180470	I:	D:
5148725	5149666	+	2	1.152330	I:	D:
5149887	5150390	+	3	1.225337	I:	D:
5150803	5153536	+	1	1.207008	I:5151031,5152386,	D:5152189,
5153553	5155001	+	3	1.153320	I:	D:
5155065	5155625	-	3	1.149733	I:	D:
5155805	5156419	-	2	1.284920	I:	D:
5156798	5157997	-	2	1.264214	I:	D:
5158018	5160948	-	1	1.217513	I:	D:
5161252	5164761	-	1	1.158996	I:	D:
5164897	5165346	+	1	1.274819	I:	D:
5165892	5166905	-	3	1.174584	I:	D:
5167016	5167858	-	2	1.138237	I:	D:
5167942	5168841	+	1	1.135774	I:	D:
5169030	5169565	+	3	1.225657	I:	D:5169534,
5169668	5170861	+	2	1.126096	I:	D:
5170935	5172341	-	3	1.157796	I:	D:
5172486	5174903	+	3	1.122487	I:	D:
5174959	5175651	-	1	1.135235	I:	D:
5175661	5176497	-	1	1.134832	I:	D:
5176501	5178305	-	1	1.169495	I:	D:5177328,
5178627	5179304	-	3	1.161872	I:	D:
5179320	5179868	-	3	1.183295	I:	D:
5179927	5181291	+	1	1.138058	I:	D:
5181443	5182639	+	2	1.159705	I:	D:
5182897	5184051	+	1	1.143105	I:	D:
5184301	5185182	+	1	1.167566	I:	D:
5185185	5186832	+	3	1.146380	I:5186026,	D:
